,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
1176,MERCEDES-BENZ E400 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,station wagon,5,19,25,21,4,No
1177,MERCEDES-BENZ GLA 250,2.0,4.0,AutoMan-7,2WD,Gasoline,CA,station wagon,5,24,33,27,6,No
1178,MERCEDES-BENZ GLA 250,2.0,4.0,AutoMan-7,2WD,Gasoline,FA,station wagon,5,24,33,27,6,No
1179,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,CA,small SUV,5,17/23,23/31,19/26,5,No
1180,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol/Gas,FA,small SUV,5,17/23,23/31,19/26,5,No
1181,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,CA,small SUV,5,23,31,26,5,No
1182,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gasoline,FA,small SUV,5,23,31,26,5,No
1183,MERCEDES-BENZ GLC 300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small SUV,5,22,28,24,5,No
1184,MERCEDES-BENZ GLC 300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small SUV,5,22,28,24,5,No
1185,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small SUV,5,21,28,24,5,No
1186,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,CA,small SUV,5,22,27,24,5,No
1187,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small SUV,5,21,28,24,5,No
1188,MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,Auto-9,4WD,Gasoline,FA,small SUV,5,22,27,24,5,No
1189,MERCEDES-BENZ GLE350,3.5,6.0,Auto-7,2WD,Gasoline,FA,standard SUV,1,18,23,20,4,No
1190,MERCEDES-BENZ GLE350,3.5,6.0,Auto-7,2WD,Gasoline,CA,standard SUV,3,18,23,20,4,No
1191,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol/Gas,FA,standard SUV,1,13/18,17/22,14/19,3,No
1192,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol/Gas,CA,standard SUV,3,13/18,17/22,14/19,3,No
1193,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,FA,standard SUV,1,18,22,19,3,No
1194,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gasoline,CA,standard SUV,3,18,22,19,3,No
1195,MERCEDES-BENZ GLS450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,17,22,19,3,No
1196,MERCEDES-BENZ GLS450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,17,22,19,3,No
1197,MERCEDES-BENZ GLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,CA,standard SUV,3,14,19,16,2,No
1198,MERCEDES-BENZ GLS550 4Matic,4.7,8.0,Auto-9,4WD,Gasoline,FA,standard SUV,3,14,19,16,2,No
1199,MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,CA,large car,5,17,27,21,4,No
1200,MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,FA,large car,5,17,27,21,4,No
1201,MERCEDES-BENZ S560 4Matic Maybach,4.0,8.0,Auto-9,4WD,Gasoline,CA,large car,5,16,25,19,3,No
1202,MERCEDES-BENZ S560 4Matic Maybach,4.0,8.0,Auto-9,4WD,Gasoline,FA,large car,5,16,25,19,3,No
1203,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,FA,small car,1,17,25,20,4,No
1204,MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,CA,small car,3,17,25,20,4,No
1205,MERCEDES-BENZ SLC300,2.0,4.0,Auto-9,2WD,Gasoline,CA,small car,3,25,32,27,6,No
1206,MERCEDES-BENZ SLC300,2.0,4.0,Auto-9,2WD,Gasoline,FA,small car,3,25,32,27,6,No
1207,MINI Cooper Clubman,1.5,3.0,Man-6,2WD,Gasoline,CA,midsize car,7,24,34,28,6,No
1208,MINI Cooper Clubman,1.5,3.0,Man-6,2WD,Gasoline,FA,midsize car,7,24,34,28,6,No
1209,MINI Cooper Clubman,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,24,32,27,6,No
1210,MINI Cooper Clubman,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,24,32,27,6,No
1211,MINI Cooper Clubman All4,1.5,3.0,Man-6,4WD,Gasoline,FA,midsize car,3,22,32,26,5,No
1212,MINI Cooper Clubman All4,1.5,3.0,Man-6,4WD,Gasoline,CA,midsize car,3,22,32,26,5,No
1213,MINI Cooper Clubman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,23,31,26,5,No
1214,MINI Cooper Clubman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23,31,26,5,No
1215,MINI Cooper Convertible,1.5,3.0,Man-6,2WD,Gasoline,CA,small car,7,28,37,32,7,Yes
1216,MINI Cooper Convertible,1.5,3.0,Man-6,2WD,Gasoline,FA,small car,7,28,37,32,7,Yes
1217,MINI Cooper Convertible,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,27,35,30,7,Yes
1218,MINI Cooper Convertible,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,27,35,30,7,Yes
1219,MINI Cooper Countryman,1.5,3.0,Man-6,2WD,Gasoline,FA,midsize car,3,24,34,28,6,No
1220,MINI Cooper Countryman,1.5,3.0,Man-6,2WD,Gasoline,CA,midsize car,3,24,34,28,6,No
1221,MINI Cooper Countryman,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,3,24,32,27,6,No
1222,MINI Cooper Countryman,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,3,24,32,27,6,No
1223,MINI Cooper Countryman All4,1.5,3.0,Man-6,4WD,Gasoline,FA,midsize car,3,22,32,26,5,No
1224,MINI Cooper Countryman All4,1.5,3.0,Man-6,4WD,Gasoline,CA,midsize car,3,22,32,26,5,No
1225,MINI Cooper Countryman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,23,30,25,5,No
1226,MINI Cooper Countryman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23,30,25,5,No
1227,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,CA,small car,7,28,37,32,7,Yes
1228,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,CA,small car,7,28,38,32,7,Yes
1229,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,FA,small car,7,28,37,32,7,Yes
1230,MINI Cooper Hardtop,1.5,3.0,Man-6,2WD,Gasoline,FA,small car,7,28,38,32,7,Yes
1231,MINI Cooper Hardtop,1.5,3.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,27,35,30,7,Yes
1232,MINI Cooper Hardtop,1.5,3.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,27,35,30,7,Yes
1233,MINI Cooper S Clubman,2.0,4.0,Man-6,2WD,Gasoline,CA,midsize car,7,22,31,25,5,No
1234,MINI Cooper S Clubman,2.0,4.0,Man-6,2WD,Gasoline,FA,midsize car,7,22,31,25,5,No
1235,MINI Cooper S Clubman,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,23,32,27,6,No
1236,MINI Cooper S Clubman,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,23,32,27,6,No
1237,MINI Cooper S Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,7,21,30,24,5,No
1238,MINI Cooper S Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,7,21,30,24,5,No
1239,MINI Cooper S Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,22,31,26,5,No
1240,MINI Cooper S Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,7,22,31,26,5,No
1241,MINI Cooper S Convertible,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,23,32,26,5,No
1242,MINI Cooper S Convertible,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,23,32,26,5,No
1243,MINI Cooper S Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,25,33,28,6,No
1244,MINI Cooper S Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,25,33,28,6,No
1245,MINI Cooper S Countryman,2.0,4.0,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,23,32,27,6,No
1246,MINI Cooper S Countryman,2.0,4.0,SemiAuto-8,2WD,Gasoline,FA,midsize car,7,23,32,27,6,No
1247,MINI Cooper S Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,7,21,31,24,5,No
1248,MINI Cooper S Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,7,21,31,24,5,No
1249,MINI Cooper S Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,22,31,26,5,No
1250,MINI Cooper S Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,7,22,31,26,5,No
1251,MINI Cooper S Hardtop,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,7,23,32,26,5,No
1252,MINI Cooper S Hardtop,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,7,23,32,26,5,No
1253,MINI Cooper S Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,7,25,32,28,6,No
1254,MINI Cooper S Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,7,25,32,28,6,No
1255,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline/Electricity,FA,midsize car,3,28/63,27/66,27/65,9,Yes
1256,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline/Electricity,CA,midsize car,3,28/63,27/66,27/65,9,Yes
1257,MINI JCW Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,3,20,29,24,5,No
1258,MINI JCW Countryman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,3,20,29,24,5,No
1259,MINI JCW Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,22,30,25,5,No
1260,MINI JCW Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,22,30,25,5,No
1261,MINI John Cooper Works Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,CA,midsize car,3,21,31,24,5,No
1262,MINI John Cooper Works Clubman All4,2.0,4.0,Man-6,4WD,Gasoline,FA,midsize car,3,21,31,24,5,No
1263,MINI John Cooper Works Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23,31,26,5,No
1264,MINI John Cooper Works Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,FA,midsize car,3,23,31,26,5,No
1265,MINI John Cooper Works Convertible,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,3,22,31,25,5,No
1266,MINI John Cooper Works Convertible,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,3,22,31,25,5,No
1267,MINI John Cooper Works Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,25,33,28,6,No
1268,MINI John Cooper Works Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,25,33,28,6,No
1269,MINI John Cooper Works Hardtop,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,3,23,32,26,5,No
1270,MINI John Cooper Works Hardtop,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,3,23,32,26,5,No
1271,MINI John Cooper Works Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,small car,3,25,32,28,6,No
1272,MINI John Cooper Works Hardtop,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,small car,3,25,32,28,6,No
1273,MITSUBISHI Mirage,1.2,3.0,CVT,2WD,Gasoline,CA,small car,5,37,43,39,9,Yes
1274,MITSUBISHI Mirage,1.2,3.0,CVT,2WD,Gasoline,FA,small car,5,37,43,39,9,Yes
1275,MITSUBISHI Mirage,1.2,3.0,Man-5,2WD,Gasoline,CA,small car,5,33,41,36,8,Yes
1276,MITSUBISHI Mirage,1.2,3.0,Man-5,2WD,Gasoline,FA,small car,5,33,41,36,8,Yes
1277,MITSUBISHI Mirage G4,1.2,3.0,CVT,2WD,Gasoline,CA,small car,5,35,41,37,8,Yes
1278,MITSUBISHI Mirage G4,1.2,3.0,CVT,2WD,Gasoline,FA,small car,5,35,41,37,8,Yes
1279,MITSUBISHI Mirage G4,1.2,3.0,Man-5,2WD,Gasoline,CA,small car,5,33,40,35,8,Yes
1280,MITSUBISHI Mirage G4,1.2,3.0,Man-5,2WD,Gasoline,FA,small car,5,33,40,35,8,Yes
1281,NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,3,18,26,21,4,No
1282,NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,3,18,26,21,4,No
1283,NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,3,19,26,22,4,No
1284,NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,3,19,26,22,4,No
1285,NISSAN 370Z Roadster,3.7,6.0,Man-6,2WD,Gasoline,FA,small car,3,17,24,20,4,No
1286,NISSAN 370Z Roadster,3.7,6.0,Man-6,2WD,Gasoline,CA,small car,3,17,24,20,4,No
1287,NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,FA,small car,3,18,25,21,4,No
1288,NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,CA,small car,3,18,25,21,4,No
1289,NISSAN Armada,5.6,8.0,SemiAuto-7,2WD,Gasoline,FA,standard SUV,3,14,19,16,2,No
1290,NISSAN Armada,5.6,8.0,SemiAuto-7,2WD,Gasoline,CA,standard SUV,3,14,19,16,2,No
1291,NISSAN Armada,5.6,8.0,SemiAuto-7,4WD,Gasoline,FA,standard SUV,3,13,18,15,2,No
1292,NISSAN Armada,5.6,8.0,SemiAuto-7,4WD,Gasoline,CA,standard SUV,3,13,18,15,2,No
1293,NISSAN Versa,1.6,4.0,Auto-4,2WD,Gasoline,CA,small car,3,26,35,29,6,No
1294,NISSAN Versa,1.6,4.0,Auto-4,2WD,Gasoline,FA,small car,3,26,35,29,6,No
1295,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,CA,small car,3,31,39,34,8,Yes
1296,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,FA,small car,3,31,39,34,8,Yes
1297,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,CA,small car,5,31,39,34,8,Yes
1298,NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,FA,small car,5,31,39,34,8,Yes
1299,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,CA,small car,3,27,36,30,7,Yes
1300,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,FA,small car,3,27,36,30,7,Yes
1301,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,CA,small car,5,27,36,30,7,Yes
1302,NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,FA,small car,5,27,36,30,7,Yes
1303,PORSCHE 911 Carrera,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,30,25,5,No
1304,PORSCHE 911 Carrera,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,30,25,5,No
1305,PORSCHE 911 Carrera,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,29,23,5,No
1306,PORSCHE 911 Carrera,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,29,23,5,No
1307,PORSCHE 911 Carrera 4,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,22,28,24,5,No
1308,PORSCHE 911 Carrera 4,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,22,28,24,5,No
1309,PORSCHE 911 Carrera 4,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,20,28,23,5,No
1310,PORSCHE 911 Carrera 4,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,20,28,23,5,No
1311,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,28,24,5,No
1312,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,28,24,5,No
1313,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No
1314,PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No
1315,PORSCHE 911 Carrera 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,20,26,22,4,No
1316,PORSCHE 911 Carrera 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,20,26,22,4,No
1317,PORSCHE 911 Carrera 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,18,26,21,4,No
1318,PORSCHE 911 Carrera 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,18,26,21,4,No
1319,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,20,25,22,4,No
1320,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,20,25,22,4,No
1321,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,18,26,21,4,No
1322,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,18,26,21,4,No
1323,PORSCHE 911 Carrera 4S,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,28,24,5,No
1324,PORSCHE 911 Carrera 4S,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,28,24,5,No
1325,PORSCHE 911 Carrera 4S,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,20,28,23,5,No
1326,PORSCHE 911 Carrera 4S,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,20,28,23,5,No
1327,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,28,24,5,No
1328,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,28,24,5,No
1329,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No
1330,PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No
1331,PORSCHE 911 Carrera Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,28,24,5,No
1332,PORSCHE 911 Carrera Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,28,24,5,No
1333,PORSCHE 911 Carrera Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,29,23,5,No
1334,PORSCHE 911 Carrera Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,29,23,5,No
1335,PORSCHE 911 Carrera GTS,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,20,26,23,5,No
1336,PORSCHE 911 Carrera GTS,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,20,26,23,5,No
1337,PORSCHE 911 Carrera GTS,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,18,26,21,4,No
1338,PORSCHE 911 Carrera GTS,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,18,26,21,4,No
1339,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,20,26,22,4,No
1340,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,20,26,22,4,No
1341,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,18,26,21,4,No
1342,PORSCHE 911 Carrera GTS Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,18,26,21,4,No
1343,PORSCHE 911 Carrera S,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,28,24,5,No
1344,PORSCHE 911 Carrera S,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,28,24,5,No
1345,PORSCHE 911 Carrera S,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,29,23,5,No
1346,PORSCHE 911 Carrera S,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,29,23,5,No
1347,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,CA,small car,1,22,28,24,5,No
1348,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,AMS-7,2WD,Gasoline,FA,small car,1,22,28,24,5,No
1349,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,CA,small car,1,20,28,23,5,No
1350,PORSCHE 911 Carrera S Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,FA,small car,1,20,28,23,5,No
1351,PORSCHE 911 Targa 4,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,22,28,24,5,No
1352,PORSCHE 911 Targa 4,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,22,28,24,5,No
1353,PORSCHE 911 Targa 4,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No
1354,PORSCHE 911 Targa 4,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No
1355,PORSCHE 911 Targa 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,20,26,22,4,No
1356,PORSCHE 911 Targa 4 GTS,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,20,26,22,4,No
1357,PORSCHE 911 Targa 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,18,26,21,4,No
1358,PORSCHE 911 Targa 4 GTS,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,18,26,21,4,No
1359,PORSCHE 911 Targa 4S,3.0,6.0,AMS-7,4WD,Gasoline,CA,small car,1,21,27,24,5,No
1360,PORSCHE 911 Targa 4S,3.0,6.0,AMS-7,4WD,Gasoline,FA,small car,1,21,27,24,5,No
1361,PORSCHE 911 Targa 4S,3.0,6.0,Man-7,4WD,Gasoline,CA,small car,1,19,28,22,4,No
1362,PORSCHE 911 Targa 4S,3.0,6.0,Man-7,4WD,Gasoline,FA,small car,1,19,28,22,4,No
1363,PORSCHE 911 Turbo,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No
1364,PORSCHE 911 Turbo,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No
1365,PORSCHE 911 Turbo Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No
1366,PORSCHE 911 Turbo Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No
1367,PORSCHE 911 Turbo S,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No
1368,PORSCHE 911 Turbo S,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No
1369,PORSCHE 911 Turbo S Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,CA,small car,1,19,24,21,4,No
1370,PORSCHE 911 Turbo S Cabriolet,3.8,6.0,AMS-7,4WD,Gasoline,FA,small car,1,19,24,21,4,No
1371,PORSCHE Boxster,2.0,4.0,AMS-7,2WD,Gasoline,CA,small car,3,22,29,25,5,No
1372,PORSCHE Boxster,2.0,4.0,AMS-7,2WD,Gasoline,FA,small car,3,22,29,25,5,No
1373,PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,CA,small car,3,21,28,24,5,No
1374,PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,FA,small car,3,21,28,24,5,No
1375,PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,CA,small car,3,21,28,24,5,No
1376,PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,FA,small car,3,21,28,24,5,No
1377,PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,CA,small car,3,20,26,22,4,No
1378,PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,FA,small car,3,20,26,22,4,No
1379,PORSCHE Cayenne GTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3,16,23,19,3,No
1380,PORSCHE Cayenne GTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,16,23,19,3,No
1381,PORSCHE Cayenne S,3.6,6.0,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3,17,24,20,4,No
1382,PORSCHE Cayenne S,3.6,6.0,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,17,24,20,4,No
1383,PORSCHE Macan,2.0,4.0,AMS-7,4WD,Gasoline,FA,small SUV,3,20,25,22,4,No
1384,PORSCHE Macan,2.0,4.0,AMS-7,4WD,Gasoline,CA,small SUV,3,20,25,22,4,No
1385,PORSCHE Macan GTS,3.0,6.0,AMS-7,4WD,Gasoline,FA,small SUV,3,17,23,19,3,No
1386,PORSCHE Macan GTS,3.0,6.0,AMS-7,4WD,Gasoline,CA,small SUV,3,17,23,19,3,No
1387,PORSCHE Macan S,3.0,6.0,AMS-7,4WD,Gasoline,FA,small SUV,3,17,23,19,3,No
1388,PORSCHE Macan S,3.0,6.0,AMS-7,4WD,Gasoline,CA,small SUV,3,17,23,19,3,No
1389,PORSCHE Panamera,3.0,6.0,AMS-8,2WD,Gasoline,CA,large car,5,21,28,24,5,No
1390,PORSCHE Panamera,3.0,6.0,AMS-8,2WD,Gasoline,FA,large car,5,21,28,24,5,No
1391,PORSCHE Panamera 4,3.0,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,27,23,5,No
1392,PORSCHE Panamera 4,3.0,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,27,23,5,No
1393,PORSCHE Panamera 4 Executive,3.0,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,27,23,5,No
1394,PORSCHE Panamera 4 Executive,3.0,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,27,23,5,No
1395,PORSCHE Panamera 4S,2.9,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,28,23,5,No
1396,PORSCHE Panamera 4S,2.9,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,28,23,5,No
1397,PORSCHE Panamera 4S Executive,2.9,6.0,AMS-8,4WD,Gasoline,CA,large car,5,21,28,23,5,No
1398,PORSCHE Panamera 4S Executive,2.9,6.0,AMS-8,4WD,Gasoline,FA,large car,5,21,28,23,5,No
